playerID,nameFirst,nameLast,teamID
hudsoch02,Charles,Hudson,PHI
humeto01,Tom,Hume,PHI
huntebr02,Brian,Hunter,PHI
huntece01,Cedric,Hunter,PHI
hunteri01,Rich,Hunter,PHI
ibanera01,Raul,Ibanez,PHI
incavpe01,Pete,Incaviglia,PHI
jacksda02,Danny,Jackson,PHI
jacksmi02,Michael,Jackson,PHI
jamesch02,Chris,James,PHI
jeffegr01,Gregg,Jefferies,PHI
jeltzst01,Steve,Jeltz,PHI
jenkige01,Geoff,Jenkins,PHI
jimence01,Cesar,Jimenez,PHI
jonesba01,Barry,Jones,PHI
jonesdo01,Doug,Jones,PHI
jonesro02,Ron,Jones,PHI
jordake01,Kevin,Jordan,PHI
jordari02,Ricky,Jordan,PHI
jordari03,Ricardo,Jordan,PHI
judenje01,Jeff,Juden,PHI
jungeer01,Eric,Junge,PHI
karpry01,Ryan,Karp,PHI
kendrky01,Kyle,Kendrick,PHI
kniceal01,Alan,Knicely,PHI
koosmje01,Jerry,Koosman,PHI
kratzer01,Erik,Kratz,PHI
krukjo01,John,Kruk,PHI
lakest01,Steve,Lake,PHI
lannajo01,John,Lannan,PHI
ledeeri01,Ricky,Ledee,PHI
leecl02,Cliff,Lee,PHI
leetr01,Travis,Lee,PHI
lefebjo01,Joe,Lefebvre,PHI
leipeda01,Dave,Leiper,PHI
leitema01,Mark,Leiter,PHI
lewisma01,Mark,Lewis,PHI
lidgebr01,Brad,Lidge,PHI
lidleco01,Cory,Lidle,PHI
liebejo01,Jon,Lieber,PHI
liebemi01,Mike,Lieberthal,PHI
lincobr01,Brad,Lincoln,PHI
lindeji01,Jim,Lindeman,PHI
liriape01,Pedro,Liriano,PHI
loeweca01,Carlton,Loewer,PHI
loftoke01,Kenny,Lofton,PHI
longmto01,Tony,Longmire,PHI
mabryjo01,John,Mabry,PHI
maddoga01,Garry,Maddox,PHI
maddumi01,Mike,Maddux,PHI
madsory01,Ryan,Madson,PHI
madurca01,Calvin,Maduro,PHI
mageewe01,Wendell,Magee,PHI
malonch02,Chuck,Malone,PHI
margoma01,Manuel,Margot,PHI
marshto01,Tom,Marsh,PHI
martica01,Carmelo,Martinez,PHI
martiet01,Ethan,Martin,PHI
martimi02,Michael,Martinez,PHI
masonro01,Roger,Mason,PHI
mathegr01,Greg,Mathews,PHI
mathisc01,Scott,Mathieson,PHI
maybejo02,John,Mayberry,PHI
mayde01,Derrick,May,PHI
mcdowro01,Roger,McDowell,PHI
mcelrch01,Chuck,McElroy,PHI
mcgowdu01,Dustin,McGowan,PHI
mcmilbi01,Billy,McMillon,PHI
mcwilla01,Larry,McWilliams,PHI
mercahe01,Hector,Mercado,PHI
mesajo01,Jose,Mesa,PHI
michaja01,Jason,Michaels,PHI
milletr02,Trever,Miller,PHI
millwke01,Kevin,Millwood,PHI
miltoer01,Eric,Milton,PHI
mimbsmi01,Mike,Mimbs,PHI
mitchla01,Larry,Mitchell,PHI
montgst01,Steve,Montgomery,PHI
moorebr01,Brad,Moore,PHI
moranmi01,Mickey,Morandini,PHI
mortoch02,Charlie,Morton,PHI
moyerja01,Jamie,Moyer,PHI
mulhote01,Terry,Mulholland,PHI
munozbo01,Bobby,Munoz,PHI
murphda05,Dale,Murphy,PHI
murphdw01,Dwayne,Murphy,PHI
murragl01,Glenn,Murray,PHI
myersbr01,Brett,Myers,PHI
nerishe01,Hector,Neris,PHI
nietoto01,Tom,Nieto,PHI
nievewi01,Wil,Nieves,PHI
nixja01,Jayson,Nix,PHI
nixla01,Laynce,Nix,PHI
nolaaa01,Aaron,Nola,PHI
nunezab01,Abraham,Nunez,PHI
oberhbr01,Brett,Oberholtzer,PHI
offerjo01,Jose,Offerman,PHI
ogeach01,Chad,Ogea,PHI
ontivst02,Steve,Ontiveros,PHI
oropeed01,Eddie,Oropesa,PHI
orrpe01,Pete,Orr,PHI
oswalro01,Roy,Oswalt,PHI
oterori01,Ricky,Otero,PHI
padilvi01,Vicente,Padilla,PHI
palmeda01,David,Palmer,PHI
papeljo01,Jonathan,Papelbon,PHI
parenma01,Mark,Parent,PHI
parkch01,Chan Ho,Park,PHI
parreje01,Jeff,Parrett,PHI
parrila02,Lance,Parrish,PHI
pencehu01,Hunter,Pence,PHI
perezto03,Tomas,Perez,PHI
perezyo01,Yorkis,Perez,PHI
persoro01,Robert,Person,PHI
pettijo02,Jonathan,Pettibone,PHI
pierrju01,Juan,Pierre,PHI
planter01,Erik,Plantenberg,PHI
plesada01,Dan,Plesac,PHI
polanpl01,Placido,Polanco,PHI
politcl01,Cliff,Politte,PHI
pooleji02,Jim,Poole,PHI
portuma01,Mark,Portugal,PHI
prattto02,Todd,Pratt,PHI
princto01,Tom,Prince,PHI
puntoni01,Nick,Punto,PHI
quallch01,Chad,Qualls,PHI
quantpa01,Paul,Quantrill,PHI
ramosed01,Edgar,Ramos,PHI
rawlesh01,Shane,Rawley,PHI
readyra01,Randy,Ready,PHI
redusga01,Gary,Redus,PHI
relafde01,Desi,Relaford,PHI
reverbe01,Ben,Revere,PHI
reyesca01,Carlos,Reyes,PHI
reynoro02,Ronn,Reynolds,PHI
rhodear01,Arthur,Rhodes,PHI
ritchwa01,Wally,Ritchie,PHI
riverbe01,Ben,Rivera,PHI
roajo01,Joe,Roa,PHI
robermi01,Mike,Robertson,PHI
roeniro01,Ron,Roenicke,PHI
rolensc01,Scott,Rolen,PHI
rolliji01,Jimmy,Rollins,PHI
romerjc01,J. C.,Romero,PHI
rosarfr01,Francisco,Rosario,PHI
rosenbj01,B. J.,Rosenberg,PHI
rowanaa01,Aaron,Rowand,PHI
ruckeda01,Dave,Rucker,PHI
rufda01,Darin,Ruf,PHI
ruffcsc01,Scott,Ruffcorn,PHI
ruffibr01,Bruce,Ruffin,PHI
ruizca01,Carlos,Ruiz,PHI
ruppca01,Cameron,Rupp,PHI
russeja02,James,Russell,PHI
russejo02,John,Russell,PHI
ryanke01,Ken,Ryan,PHI
samueju01,Juan,Samuel,PHI
santaju01,Julio,Santana,PHI
santibe01,Benito,Santiago,PHI
santijo03,Jose,Santiago,PHI
saverjo01,Joe,Savery,PHI
schalge01,Gene,Schall,PHI
schilcu01,Curt,Schilling,PHI
schlibr01,Brian,Schlitter,PHI
schmimi01,Mike,Schmidt,PHI
schnebr01,Brian,Schneider,PHI
schrest01,Steve,Schrenk,PHI
schuri01,Rick,Schu,PHI
searcst01,Steve,Searcy,PHI
sefcike01,Kevin,Sefcik,PHI
segovza01,Zack,Segovia,PHI
silvaca01,Carlos,Silva,PHI
sizemgr01,Grady,Sizemore,PHI
slocuhe01,Heathcliff,Slocumb,PHI
smithma04,Matt,Smith,PHI
spoljpa01,Paul,Spoljaric,PHI
spradje01,Jerry,Spradlin,PHI
sprinde01,Dennis,Springer,PHI
sprinru01,Russ,Springer,PHI
stairma01,Matt,Stairs,PHI
stefejo01,John,Stefero,PHI
stephga01,Garrett,Stephenson,PHI
stephra01,Ray,Stephens,PHI
stockke01,Kevin,Stocker,PHI
stoneje01,Jeff,Stone,PHI
stumpda01,Daniel,Stumpf,PHI
stutemi01,Michael,Stutes,PHI
sveumda01,Dale,Sveum,PHI
tagucso01,So,Taguchi,PHI
tartada01,Danny,Tartabull,PHI
taschja01,Jack,Taschner,PHI
tekulke01,Kent,Tekulve,PHI
telemam01,Amaury,Telemaco,PHI
thomeji01,Jim,Thome,PHI
thompmi02,Milt,Thompson,PHI
thondi01,Dickie,Thon,PHI
tinslle01,Lee,Tinsley,PHI
tolivfr01,Freddie,Toliver,PHI
utleych01,Chase,Utley,PHI
valdera02,Raul,Valdes,PHI
valdewi01,Wilson,Valdez,PHI
varshga01,Gary,Varsho,PHI
vatchji01,Jim,Vatcher,PHI
velasvi01,Vince,Velasquez,PHI
victosh01,Shane,Victorino,PHI
virgioz02,Ozzie,Virgil,PHI
wagnebi02,Billy,Wagner,PHI
webstle01,Lenny,Webster,PHI
wellsbo01,Bob,Wells,PHI
wendetu01,Turk,Wendell,PHI
werthja01,Jayson,Werth,PHI
westda01,David,West,PHI
whitema01,Mark,Whiten,PHI
whitema02,Matt,Whiteside,PHI
wiggity01,Ty,Wigginton,PHI
willije01,Jeff,Williams,PHI
willimi02,Mitch,Williams,PHI
willimi03,Mike,Williams,PHI
wilsogl01,Glenn,Wilson,PHI
winstda01,Darrin,Winston,PHI
wolfra02,Randy,Wolf,PHI
wootesh01,Shawn,Wooten,PHI
worleva01,Vance,Worley,PHI
worreti01,Tim,Worrell,PHI
youngde03,Delmon,Young,PHI
youngmi01,Mike,Young,PHI
youngmi02,Michael,Young,PHI
zagurmi01,Mike,Zagurski,PHI
zeileto01,Todd,Zeile,PHI
zuberjo01,Jon,Zuber,PHI
